REF_DATE,GEO,Products_and_product_groups,VALUE,Percent_Change
May-14,Canada,Clothing and footwear,94.5,0.6
May-14,Canada,Transportation,132.7,2.7
May-14,Canada,Health and personal care,119.2,0.8
May-14,Canada,"Recreation, education and reading",107.8,1.2
May-14,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",146.2,3.6
May-14,Canada,Energy,172.7,8.4
Jun-14,Canada,All-items,125.9,2.4
Jun-14,Canada,Food,136.4,2.9
Jun-14,Canada,Shelter,132.2,2.9
Jun-14,Canada,"Household operations, furnishings and equipment",116.4,1.9
Jun-14,Canada,Clothing and footwear,92.7,1.6
Jun-14,Canada,Transportation,133.1,2.2
Jun-14,Canada,Health and personal care,119,0.5
Jun-14,Canada,"Recreation, education and reading",108.2,1.5
Jun-14,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",146.7,4.1
Jun-14,Canada,Energy,173,6.7
Jul-14,Canada,All-items,125.7,2.1
Jul-14,Canada,Food,136.5,2.9
Jul-14,Canada,Shelter,132.6,3
Jul-14,Canada,"Household operations, furnishings and equipment",116.3,1.6
Jul-14,Canada,Clothing and footwear,91.8,1.5
Jul-14,Canada,Transportation,131.5,1.3
Jul-14,Canada,Health and personal care,118.9,0.8
Jul-14,Canada,"Recreation, education and reading",108.9,1.1
Jul-14,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",147.1,4.7
Jul-14,Canada,Energy,171.9,4.7
Aug-14,Canada,All-items,125.7,2.1
Aug-14,Canada,Food,135.9,2.2
Aug-14,Canada,Shelter,132.4,2.8
Aug-14,Canada,"Household operations, furnishings and equipment",117.5,3
Aug-14,Canada,Clothing and footwear,92.1,0.5
Aug-14,Canada,Transportation,130.8,1.2
Aug-14,Canada,Health and personal care,119.2,0.9
Aug-14,Canada,"Recreation, education and reading",109.4,1.4
Aug-14,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",148.4,5.7
Aug-14,Canada,Energy,168.3,3.3
Sep-14,Canada,All-items,125.8,2
Sep-14,Canada,Food,135.5,2.7
Sep-14,Canada,Shelter,132.5,2.7
Sep-14,Canada,"Household operations, furnishings and equipment",117.6,2.7
Sep-14,Canada,Clothing and footwear,95.6,2
Sep-14,Canada,Transportation,130,0.5
Sep-14,Canada,Health and personal care,119.3,0.8
Sep-14,Canada,"Recreation, education and reading",109.6,1.6
Sep-14,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",148.5,5.4
Sep-14,Canada,Energy,167.4,2.7
Oct-14,Canada,All-items,125.9,2.4
Oct-14,Canada,Food,135.4,2.8
Oct-14,Canada,Shelter,132.8,2.8
Oct-14,Canada,"Household operations, furnishings and equipment",118.1,3
Oct-14,Canada,Clothing and footwear,96.9,3.1
Oct-14,Canada,Transportation,129.9,1.1
Oct-14,Canada,Health and personal care,118.8,0.8
Oct-14,Canada,"Recreation, education and reading",108.7,1.7
Oct-14,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",149.2,5.8
Oct-14,Canada,Energy,163.6,4.2
Nov-14,Canada,All-items,125.4,2
Nov-14,Canada,Food,136.9,3.1
Nov-14,Canada,Shelter,132.8,2.3
Nov-14,Canada,"Household operations, furnishings and equipment",118.2,3
Nov-14,Canada,Clothing and footwear,94.7,2.8
Nov-14,Canada,Transportation,127.7,-0.2
Nov-14,Canada,Health and personal care,119.9,1.6
Nov-14,Canada,"Recreation, education and reading",106.8,0.6
Nov-14,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",149.4,5.9
Nov-14,Canada,Energy,156.5,-0.6
Dec-14,Canada,All-items,124.5,1.5
Dec-14,Canada,Food,137.4,3.7
Dec-14,Canada,Shelter,133,2.4
Dec-14,Canada,"Household operations, furnishings and equipment",117.8,2.7
Dec-14,Canada,Clothing and footwear,91.1,1.9
Dec-14,Canada,Transportation,124.9,-2.8
Dec-14,Canada,Health and personal care,119.6,1.3
Dec-14,Canada,"Recreation, education and reading",106.1,0.8
Dec-14,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",149.1,5.6
Dec-14,Canada,Energy,148.7,-6.4
Jan-15,Canada,All-items,124.3,1
Jan-15,Canada,Food,139.1,4.6
Jan-15,Canada,Shelter,133.1,2
Jan-15,Canada,"Household operations, furnishings and equipment",118,2.9
Jan-15,Canada,Clothing and footwear,91.1,2.1
Jan-15,Canada,Transportation,122.4,-5.3
Jan-15,Canada,Health and personal care,120,1.4
Jan-15,Canada,"Recreation, education and reading",105.6,0.9
Jan-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",149.9,6.4
Jan-15,Canada,Energy,139.5,-12.9
Feb-15,Canada,All-items,125.4,1
Feb-15,Canada,Food,139.5,3.9
Feb-15,Canada,Shelter,133.1,1.8
Feb-15,Canada,"Household operations, furnishings and equipment",118.9,3.1
Feb-15,Canada,Clothing and footwear,93.3,2.5
Feb-15,Canada,Transportation,124.3,-5
Feb-15,Canada,Health and personal care,120.1,1.4
Feb-15,Canada,"Recreation, education and reading",107.9,1.4
Feb-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",150.3,5.2
Feb-15,Canada,Energy,145.1,-10.8
Mar-15,Canada,All-items,126.3,1.2
Mar-15,Canada,Food,139.5,3.8
Mar-15,Canada,Shelter,133.3,1.4
Mar-15,Canada,"Household operations, furnishings and equipment",119.4,3.2
Mar-15,Canada,Clothing and footwear,96.4,2.6
Mar-15,Canada,Transportation,126.6,-3.9
Mar-15,Canada,Health and personal care,119.5,1.2
Mar-15,Canada,"Recreation, education and reading",108.7,2.1
Mar-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",150.7,3.7
Mar-15,Canada,Energy,149.8,-10.4
Apr-15,Canada,All-items,126.2,0.8
Apr-15,Canada,Food,139.4,3.6
Apr-15,Canada,Shelter,133.1,0.5
Apr-15,Canada,"Household operations, furnishings and equipment",119.7,3.6
Apr-15,Canada,Clothing and footwear,96.2,1.3
Apr-15,Canada,Transportation,126.6,-4.2
Apr-15,Canada,Health and personal care,120.1,1
Apr-15,Canada,"Recreation, education and reading",107.7,1.4
Apr-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",151.4,4.3
Apr-15,Canada,Energy,148.1,-13.5
May-15,Canada,All-items,126.9,0.9
May-15,Canada,Food,140.8,3.8
May-15,Canada,Shelter,133.2,0.5
May-15,Canada,"Household operations, furnishings and equipment",119.7,3.4
May-15,Canada,Clothing and footwear,95,0.5
May-15,Canada,Transportation,128,-3.5
May-15,Canada,Health and personal care,120.7,1.3
May-15,Canada,"Recreation, education and reading",109.9,1.9
May-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",151.9,3.9
May-15,Canada,Energy,152.4,-11.8
Jun-15,Canada,All-items,127.2,1
Jun-15,Canada,Food,141,3.4
Jun-15,Canada,Shelter,133.5,1
Jun-15,Canada,"Household operations, furnishings and equipment",120,3.1
Jun-15,Canada,Clothing and footwear,93,0.3
Jun-15,Canada,Transportation,129.6,-2.6
Jun-15,Canada,Health and personal care,120.5,1.3
Jun-15,Canada,"Recreation, education and reading",110.6,2.2
Jun-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",152.1,3.7
Jun-15,Canada,Energy,157.5,-9
Jul-15,Canada,All-items,127.3,1.3
Jul-15,Canada,Food,140.9,3.2
Jul-15,Canada,Shelter,133.8,0.9
Jul-15,Canada,"Household operations, furnishings and equipment",120.1,3.3
Jul-15,Canada,Clothing and footwear,93,1.3
Jul-15,Canada,Transportation,129.2,-1.7
Jul-15,Canada,Health and personal care,120.6,1.4
Jul-15,Canada,"Recreation, education and reading",111.2,2.1
Jul-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",152.2,3.5
Jul-15,Canada,Energy,159.2,-7.4
Aug-15,Canada,All-items,127.3,1.3
Aug-15,Canada,Food,140.8,3.6
Aug-15,Canada,Shelter,133.9,1.1
Aug-15,Canada,"Household operations, furnishings and equipment",120.4,2.5
Aug-15,Canada,Clothing and footwear,94,2.1
Aug-15,Canada,Transportation,127.8,-2.3
Aug-15,Canada,Health and personal care,120.5,1.1
Aug-15,Canada,"Recreation, education and reading",111.7,2.1
Aug-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",152.6,2.8
Aug-15,Canada,Energy,156.1,-7.2
Sep-15,Canada,All-items,127.1,1
Sep-15,Canada,Food,140.3,3.5
Sep-15,Canada,Shelter,133.9,1.1
Sep-15,Canada,"Household operations, furnishings and equipment",120.5,2.5
Sep-15,Canada,Clothing and footwear,96.7,1.2
Sep-15,Canada,Transportation,125.4,-3.5
Sep-15,Canada,Health and personal care,120.7,1.2
Sep-15,Canada,"Recreation, education and reading",112.3,2.5
Sep-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",152.9,3
Sep-15,Canada,Energy,149.3,-10.8
Oct-15,Canada,All-items,127.2,1
Oct-15,Canada,Food,140.9,4.1
Oct-15,Canada,Shelter,134.3,1.1
Oct-15,Canada,"Household operations, furnishings and equipment",120.6,2.1
Oct-15,Canada,Clothing and footwear,97.7,0.8
Oct-15,Canada,Transportation,125.8,-3.2
Oct-15,Canada,Health and personal care,120.7,1.6
Oct-15,Canada,"Recreation, education and reading",110.8,1.9
Oct-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",152.9,2.5
Oct-15,Canada,Energy,146.6,-10.4
Nov-15,Canada,All-items,127.1,1.4
Nov-15,Canada,Food,141.6,3.4
Nov-15,Canada,Shelter,134.4,1.2
Nov-15,Canada,"Household operations, furnishings and equipment",119.8,1.4
Nov-15,Canada,Clothing and footwear,96.7,2.1
Nov-15,Canada,Transportation,126.3,-1.1
Nov-15,Canada,Health and personal care,121.6,1.4
Nov-15,Canada,"Recreation, education and reading",108.8,1.9
Nov-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",153.8,2.9
Nov-15,Canada,Energy,146.5,-6.4
Dec-15,Canada,All-items,126.5,1.6
Dec-15,Canada,Food,142.5,3.7
Dec-15,Canada,Shelter,134.5,1.1
Dec-15,Canada,"Household operations, furnishings and equipment",119.6,1.5
Dec-15,Canada,Clothing and footwear,91.7,0.7
Dec-15,Canada,Transportation,125.6,0.6
Dec-15,Canada,Health and personal care,121,1.2
Dec-15,Canada,"Recreation, education and reading",107.9,1.7
Dec-15,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",153.5,3
Dec-15,Canada,Energy,143.4,-3.6
Jan-16,Canada,All-items,126.8,2
Jan-16,Canada,Food,144.6,4
Jan-16,Canada,Shelter,134.6,1.1
Jan-16,Canada,"Household operations, furnishings and equipment",120,1.7
Jan-16,Canada,Clothing and footwear,90.8,-0.3
Jan-16,Canada,Transportation,125.1,2.2
Jan-16,Canada,Health and personal care,121.5,1.3
Jan-16,Canada,"Recreation, education and reading",107.9,2.2
Jan-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",154.5,3.1
Jan-16,Canada,Energy,139,-0.4
Feb-16,Canada,All-items,127.1,1.4
Feb-16,Canada,Food,145,3.9
Feb-16,Canada,Shelter,134.7,1.2
Feb-16,Canada,"Household operations, furnishings and equipment",121,1.8
Feb-16,Canada,Clothing and footwear,92.1,-1.3
Feb-16,Canada,Transportation,123.7,-0.5
Feb-16,Canada,Health and personal care,121.5,1.2
Feb-16,Canada,"Recreation, education and reading",109.6,1.6
Feb-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",155.2,3.3
Feb-16,Canada,Energy,134.6,-7.2
Mar-16,Canada,All-items,127.9,1.3
Mar-16,Canada,Food,144.5,3.6
Mar-16,Canada,Shelter,134.8,1.1
Mar-16,Canada,"Household operations, furnishings and equipment",121.4,1.7
Mar-16,Canada,Clothing and footwear,96,-0.4
Mar-16,Canada,Transportation,125.3,-1
Mar-16,Canada,Health and personal care,121.4,1.6
Mar-16,Canada,"Recreation, education and reading",110.9,2
Mar-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",156.2,3.6
Mar-16,Canada,Energy,138.1,-7.8
Apr-16,Canada,All-items,128.3,1.7
Apr-16,Canada,Food,143.8,3.2
Apr-16,Canada,Shelter,134.9,1.4
Apr-16,Canada,"Household operations, furnishings and equipment",121.6,1.6
Apr-16,Canada,Clothing and footwear,96,-0.2
Apr-16,Canada,Transportation,127.8,0.9
Apr-16,Canada,Health and personal care,122.2,1.7
Apr-16,Canada,"Recreation, education and reading",110.3,2.4
Apr-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",156.5,3.4
Apr-16,Canada,Energy,143.4,-3.2
May-16,Canada,All-items,128.8,1.5
May-16,Canada,Food,143.3,1.8
May-16,Canada,Shelter,135.1,1.4
May-16,Canada,"Household operations, furnishings and equipment",122.1,2
May-16,Canada,Clothing and footwear,96,1.1
May-16,Canada,Transportation,129.4,1.1
May-16,Canada,Health and personal care,122.3,1.3
May-16,Canada,"Recreation, education and reading",111.7,1.6
May-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",156.8,3.2
May-16,Canada,Energy,146.9,-3.6
Jun-16,Canada,All-items,129.1,1.5
Jun-16,Canada,Food,142.8,1.3
Jun-16,Canada,Shelter,135.6,1.6
Jun-16,Canada,"Household operations, furnishings and equipment",122.4,2
Jun-16,Canada,Clothing and footwear,94.1,1.2
Jun-16,Canada,Transportation,131,1.1
Jun-16,Canada,Health and personal care,122.2,1.4
Jun-16,Canada,"Recreation, education and reading",112,1.3
Jun-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",156.7,3
Jun-16,Canada,Energy,150.6,-4.4
Jul-16,Canada,All-items,128.9,1.3
Jul-16,Canada,Food,143.2,1.6
Jul-16,Canada,Shelter,136,1.6
Jul-16,Canada,"Household operations, furnishings and equipment",122.3,1.8
Jul-16,Canada,Clothing and footwear,92.6,-0.4
Jul-16,Canada,Transportation,128.9,-0.2
Jul-16,Canada,Health and personal care,122,1.2
Jul-16,Canada,"Recreation, education and reading",113.3,1.9
Jul-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",157.1,3.2
Jul-16,Canada,Energy,147.4,-7.4
Aug-16,Canada,All-items,128.7,1.1
Aug-16,Canada,Food,142.3,1.1
Aug-16,Canada,Shelter,136.2,1.7
Aug-16,Canada,"Household operations, furnishings and equipment",122.2,1.5
Aug-16,Canada,Clothing and footwear,93.6,-0.4
Aug-16,Canada,Transportation,128.2,0.3
Aug-16,Canada,Health and personal care,122.7,1.8
Aug-16,Canada,"Recreation, education and reading",112.9,1.1
Aug-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",157.3,3.1
Aug-16,Canada,Energy,147,-5.8
Sep-16,Canada,All-items,128.8,1.3
Sep-16,Canada,Food,140.4,0.1
Sep-16,Canada,Shelter,136.2,1.7
Sep-16,Canada,"Household operations, furnishings and equipment",121.9,1.2
Sep-16,Canada,Clothing and footwear,96.8,0.1
Sep-16,Canada,Transportation,128.3,2.3
Sep-16,Canada,Health and personal care,122.4,1.4
Sep-16,Canada,"Recreation, education and reading",113.8,1.3
Sep-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",157.7,3.1
Sep-16,Canada,Energy,147.3,-1.3
Oct-16,Canada,All-items,129.1,1.5
Oct-16,Canada,Food,139.9,-0.7
Oct-16,Canada,Shelter,136.9,1.9
Oct-16,Canada,"Household operations, furnishings and equipment",122.1,1.2
Oct-16,Canada,Clothing and footwear,97.5,-0.2
Oct-16,Canada,Transportation,129.6,3
Oct-16,Canada,Health and personal care,122.8,1.7
Oct-16,Canada,"Recreation, education and reading",112.4,1.4
Oct-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",158.1,3.4
Oct-16,Canada,Energy,150.2,2.5
Nov-16,Canada,All-items,128.6,1.2
Nov-16,Canada,Food,140.6,-0.7
Nov-16,Canada,Shelter,137.2,2.1
Nov-16,Canada,"Household operations, furnishings and equipment",121.6,1.5
Nov-16,Canada,Clothing and footwear,95.5,-1.2
Nov-16,Canada,Transportation,128.1,1.4
Nov-16,Canada,Health and personal care,122.9,1.1
Nov-16,Canada,"Recreation, education and reading",111.1,2.1
Nov-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",158,2.7
Nov-16,Canada,Energy,146.8,0.2
Dec-16,Canada,All-items,128.4,1.5
Dec-16,Canada,Food,140.6,-1.3
Dec-16,Canada,Shelter,137.3,2.1
Dec-16,Canada,"Household operations, furnishings and equipment",121.3,1.4
Dec-16,Canada,Clothing and footwear,91.9,0.2
Dec-16,Canada,Transportation,129.4,3
Dec-16,Canada,Health and personal care,122.6,1.3
Dec-16,Canada,"Recreation, education and reading",110.2,2.1
Dec-16,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",157.8,2.8
Dec-16,Canada,Energy,149.1,4
Jan-17,Canada,All-items,129.5,2.1
Jan-17,Canada,Food,141.5,-2.1
Jan-17,Canada,Shelter,137.8,2.4
Jan-17,Canada,"Household operations, furnishings and equipment",121.4,1.2
Jan-17,Canada,Clothing and footwear,91.1,0.3
Jan-17,Canada,Transportation,133,6.3
Jan-17,Canada,Health and personal care,123.4,1.6
Jan-17,Canada,"Recreation, education and reading",111.3,3.2
Jan-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",158.7,2.7
Jan-17,Canada,Energy,155.8,12.1
Feb-17,Canada,All-items,129.7,2
Feb-17,Canada,Food,141.7,-2.3
Feb-17,Canada,Shelter,137.6,2.2
Feb-17,Canada,"Household operations, furnishings and equipment",121.7,0.6
Feb-17,Canada,Clothing and footwear,92.9,0.9
Feb-17,Canada,Transportation,131.9,6.6
Feb-17,Canada,Health and personal care,123.3,1.5
Feb-17,Canada,"Recreation, education and reading",113.2,3.3
Feb-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",159.2,2.6
Feb-17,Canada,Energy,151.1,12.3
Mar-17,Canada,All-items,129.9,1.6
Mar-17,Canada,Food,141.8,-1.9
Mar-17,Canada,Shelter,137.7,2.2
Mar-17,Canada,"Household operations, furnishings and equipment",121.4,0
Mar-17,Canada,Clothing and footwear,95.1,-0.9
Mar-17,Canada,Transportation,131.1,4.6
Mar-17,Canada,Health and personal care,123.5,1.7
Mar-17,Canada,"Recreation, education and reading",114.9,3.6
Mar-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",159.7,2.2
Mar-17,Canada,Energy,149.8,8.5
Apr-17,Canada,All-items,130.4,1.6
Apr-17,Canada,Food,142.2,-1.1
Apr-17,Canada,Shelter,137.9,2.2
Apr-17,Canada,"Household operations, furnishings and equipment",122.2,0.5
Apr-17,Canada,Clothing and footwear,94.1,-2
Apr-17,Canada,Transportation,133.2,4.2
Apr-17,Canada,Health and personal care,124.2,1.6
Apr-17,Canada,"Recreation, education and reading",113.9,3.3
Apr-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",160.1,2.3
Apr-17,Canada,Energy,157.2,9.6
May-17,Canada,All-items,130.5,1.3
May-17,Canada,Food,143.1,-0.1
May-17,Canada,Shelter,137.7,1.9
May-17,Canada,"Household operations, furnishings and equipment",122.4,0.2
May-17,Canada,Clothing and footwear,94.6,-1.5
May-17,Canada,Transportation,132.3,2.2
May-17,Canada,Health and personal care,124.1,1.5
May-17,Canada,"Recreation, education and reading",114.5,2.5
May-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",160.7,2.5
May-17,Canada,Energy,151.8,3.3
Jun-17,Canada,All-items,130.4,1
Jun-17,Canada,Food,143.6,0.6
Jun-17,Canada,Shelter,137.8,1.6
Jun-17,Canada,"Household operations, furnishings and equipment",122.7,0.2
Jun-17,Canada,Clothing and footwear,92.5,-1.7
Jun-17,Canada,Transportation,131.8,0.6
Jun-17,Canada,Health and personal care,124.4,1.8
Jun-17,Canada,"Recreation, education and reading",114.9,2.6
Jun-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",161.2,2.9
Jun-17,Canada,Energy,148.7,-1.3
Jul-17,Canada,All-items,130.4,1.2
Jul-17,Canada,Food,144.1,0.6
Jul-17,Canada,Shelter,137.7,1.2
Jul-17,Canada,"Household operations, furnishings and equipment",122.2,-0.1
Jul-17,Canada,Clothing and footwear,92.5,-0.1
Jul-17,Canada,Transportation,131.3,1.9
Jul-17,Canada,Health and personal care,124.7,2.2
Jul-17,Canada,"Recreation, education and reading",115.8,2.2
Jul-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",161.7,2.9
Jul-17,Canada,Energy,147.8,0.3
Aug-17,Canada,All-items,130.5,1.4
Aug-17,Canada,Food,143.6,0.9
Aug-17,Canada,Shelter,138,1.3
Aug-17,Canada,"Household operations, furnishings and equipment",121.9,-0.2
Aug-17,Canada,Clothing and footwear,93.2,-0.4
Aug-17,Canada,Transportation,131.8,2.8
Aug-17,Canada,Health and personal care,125,1.9
Aug-17,Canada,"Recreation, education and reading",115.3,2.1
Aug-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",162,3
Aug-17,Canada,Energy,150.4,2.3
Sep-17,Canada,All-items,130.8,1.6
Sep-17,Canada,Food,142.4,1.4
Sep-17,Canada,Shelter,138.1,1.4
Sep-17,Canada,"Household operations, furnishings and equipment",121.4,-0.4
Sep-17,Canada,Clothing and footwear,94.6,-2.3
Sep-17,Canada,Transportation,133.2,3.8
Sep-17,Canada,Health and personal care,124.5,1.7
Sep-17,Canada,"Recreation, education and reading",116.2,2.1
Sep-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",162.5,3
Sep-17,Canada,Energy,154.5,4.9
Oct-17,Canada,All-items,130.9,1.4
Oct-17,Canada,Food,141.7,1.3
Oct-17,Canada,Shelter,138.6,1.2
Oct-17,Canada,"Household operations, furnishings and equipment",122.3,0.2
Oct-17,Canada,Clothing and footwear,96,-1.5
Oct-17,Canada,Transportation,133.5,3
Oct-17,Canada,Health and personal care,125.3,2
Oct-17,Canada,"Recreation, education and reading",114.1,1.5
Oct-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",162.4,2.7
Oct-17,Canada,Energy,151.7,1
Nov-17,Canada,All-items,131.3,2.1
Nov-17,Canada,Food,142.9,1.6
Nov-17,Canada,Shelter,138.9,1.2
Nov-17,Canada,"Household operations, furnishings and equipment",122.7,0.9
Nov-17,Canada,Clothing and footwear,95.3,-0.2
Nov-17,Canada,Transportation,135.7,5.9
Nov-17,Canada,Health and personal care,124.2,1.1
Nov-17,Canada,"Recreation, education and reading",113,1.7
Nov-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",162.5,2.8
Nov-17,Canada,Energy,157.9,7.6
Dec-17,Canada,All-items,130.8,1.9
Dec-17,Canada,Food,143.4,2
Dec-17,Canada,Shelter,139.2,1.4
Dec-17,Canada,"Household operations, furnishings and equipment",120.9,-0.3
Dec-17,Canada,Clothing and footwear,92.4,0.5
Dec-17,Canada,Transportation,135.7,4.9
Dec-17,Canada,Health and personal care,124.4,1.5
Dec-17,Canada,"Recreation, education and reading",111.2,0.9
Dec-17,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",162.2,2.8
Dec-17,Canada,Energy,155.8,4.5
Jan-18,Canada,All-items,131.7,1.7
Jan-18,Canada,Food,144.7,2.3
Jan-18,Canada,Shelter,139.7,1.4
Jan-18,Canada,"Household operations, furnishings and equipment",122.4,0.8
Jan-18,Canada,Clothing and footwear,91.7,0.7
Jan-18,Canada,Transportation,137.2,3.2
Jan-18,Canada,Health and personal care,125.1,1.4
Jan-18,Canada,"Recreation, education and reading",111.8,0.4
Jan-18,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",163.2,2.8
Jan-18,Canada,Energy,159.5,2.4
Feb-18,Canada,All-items,132.5,2.2
Feb-18,Canada,Food,144.7,2.1
Feb-18,Canada,Shelter,140,1.7
Feb-18,Canada,"Household operations, furnishings and equipment",123.4,1.4
Feb-18,Canada,Clothing and footwear,93.3,0.4
Feb-18,Canada,Transportation,137.7,4.4
Feb-18,Canada,Health and personal care,125.6,1.9
Feb-18,Canada,"Recreation, education and reading",114.1,0.8
Feb-18,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",164.1,3.1
Feb-18,Canada,Energy,159.1,5.3
Mar-18,Canada,All-items,132.9,2.3
Mar-18,Canada,Food,144.2,1.7
Mar-18,Canada,Shelter,140,1.7
Mar-18,Canada,"Household operations, furnishings and equipment",122.9,1.2
Mar-18,Canada,Clothing and footwear,95,-0.1
Mar-18,Canada,Transportation,138,5.3
Mar-18,Canada,Health and personal care,126.3,2.3
Mar-18,Canada,"Recreation, education and reading",116.4,1.3
Mar-18,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",166,3.9
Mar-18,Canada,Energy,161,7.5
Apr-18,Canada,All-items,133.3,2.2
Apr-18,Canada,Food,144.8,1.8
Apr-18,Canada,Shelter,140.3,1.7
Apr-18,Canada,"Household operations, furnishings and equipment",123.9,1.4
Apr-18,Canada,Clothing and footwear,96.2,2.2
Apr-18,Canada,Transportation,139.5,4.7
Apr-18,Canada,Health and personal care,126.2,1.6
Apr-18,Canada,"Recreation, education and reading",113.7,-0.2
Apr-18,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",167.9,4.9
Apr-18,Canada,Energy,167.1,6.3
May-18,Canada,All-items,133.4,2.2
May-18,Canada,Food,144.6,1
May-18,Canada,Shelter,140.4,2
May-18,Canada,"Household operations, furnishings and equipment",122.8,0.3
May-18,Canada,Clothing and footwear,95.4,0.8
May-18,Canada,Transportation,139.7,5.6
May-18,Canada,Health and personal care,125.9,1.5
May-18,Canada,"Recreation, education and reading",116.5,1.7
May-18,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",168.1,4.6
May-18,Canada,Energy,169.4,11.6
Jun-18,Canada,All-items,133.6,2.5
Jun-18,Canada,Food,145.6,1.4
Jun-18,Canada,Shelter,140.5,2
Jun-18,Canada,"Household operations, furnishings and equipment",122.6,-0.1
Jun-18,Canada,Clothing and footwear,94.2,1.8
Jun-18,Canada,Transportation,140.5,6.6
Jun-18,Canada,Health and personal care,126.3,1.5
Jun-18,Canada,"Recreation, education and reading",115.6,0.6
Jun-18,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",168.9,4.8
Jun-18,Canada,Energy,167.2,12.4
Jul-18,Canada,All-items,134.3,3
Jul-18,Canada,Food,146.1,1.4
Jul-18,Canada,Shelter,141,2.4
Jul-18,Canada,"Household operations, furnishings and equipment",123.1,0.7
Jul-18,Canada,Clothing and footwear,93,0.5
Jul-18,Canada,Transportation,142,8.1
Jul-18,Canada,Health and personal care,126.1,1.1
Jul-18,Canada,"Recreation, education and reading",117.9,1.8
Jul-18,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",169,4.5
Jul-18,Canada,Energy,168.8,14.2
Aug-18,Canada,All-items,134.2,2.8
Aug-18,Canada,Food,145.9,1.6
Aug-18,Canada,Shelter,141.2,2.3
Aug-18,Canada,"Household operations, furnishings and equipment",122.9,0.8
Aug-18,Canada,Clothing and footwear,93.7,0.5
Aug-18,Canada,Transportation,141.3,7.2
Aug-18,Canada,Health and personal care,126.7,1.4
Aug-18,Canada,"Recreation, education and reading",117.5,1.9
Aug-18,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",169.5,4.6
Aug-18,Canada,Energy,167.2,11.2
Sep-18,Canada,All-items,133.7,2.2
Sep-18,Canada,Food,144.9,1.8
Sep-18,Canada,Shelter,141.5,2.5
Sep-18,Canada,"Household operations, furnishings and equipment",123,1.3
Sep-18,Canada,Clothing and footwear,96,1.5
Sep-18,Canada,Transportation,138.4,3.9
Sep-18,Canada,Health and personal care,126.1,1.3
Sep-18,Canada,"Recreation, education and reading",117,0.7
Sep-18,Canada,"Alcoholic beverages, tobacco products and recreational cannabis",169.7,4.4
Sep-18,Canada,Energy,166.3,7.6
Oct-18,Canada,All-items,134.1,2.4
Oct-18,Canada,Food,144.6,2
